Station	DD	MM	YYYY	Radn	Tmin	Tmax	RH	Wind	Rain	ETref
'Sabzevar'	19	2	2024	14.2	-5.39	5.24	63.08	2.32	0.07	1.44329426106098
'Sabzevar'	20	2	2024	17.12	-4.01	8.54	54.05	1.47	0	1.72513887787209
'Sabzevar'	21	2	2024	17.25	-3.78	10.17	55.62	1.95	0	1.92067187936887
'Sabzevar'	22	2	2024	14.43	-2.36	9.6	58.56	2.21	0	1.83084771434278
'Sabzevar'	23	2	2024	14.75	-1.22	11.85	56.75	2.05	0	2.0047192643674
'Sabzevar'	24	2	2024	9.87	1.41	9.74	64.64	1.8	0.9	1.55795558041757
'Sabzevar'	25	2	2024	9.87	-3.81	4.11	67.72	4.51	1.13	1.42154022079693
'Sabzevar'	26	2	2024	11.21	-4.35	2.67	58.89	3.34	0.27	1.51022560356788
'Sabzevar'	27	2	2024	13.29	-6.01	4.95	56.17	1.96	0.23	1.51259047735955
'Sabzevar'	28	2	2024	15.42	-4.79	4.73	61.56	2.02	0.08	1.54201613579684
'Sabzevar'	29	2	2024	9.45	-5.38	0.65	62.78	3.54	0.74	1.28892055285293
'Sabzevar'	1	3	2024	12.11	-6.59	2.22	60.34	3.24	0.33	1.42959215954041
'Sabzevar'	2	3	2024	18.86	-6.1	6.69	55.35	2.13	0	1.87302770999625
'Sabzevar'	3	3	2024	19.04	-4.36	9.08	44.85	1.71	0	2.15707027520284
'Sabzevar'	4	3	2024	17.62	-2.06	10.83	36.01	1.72	0	2.42274862794984
'Sabzevar'	5	3	2024	9.01	-1.28	5.5	66.44	1.32	0.12	1.25900811493806
'Sabzevar'	6	3	2024	13.27	-2.2	11.14	66.68	2.52	0.01	1.84232466984949
'Sabzevar'	7	3	2024	15.53	-0.59	16.01	51.83	3.53	0	2.99234395541987
'Sabzevar'	8	3	2024	14.87	3.81	16.62	48.46	3.51	0.71	3.29246101546228
'Sabzevar'	9	3	2024	14.41	1.58	15	66.67	2.25	0.28	2.19560745717113
'Sabzevar'	10	3	2024	18.15	2.21	17.69	49.51	2.36	0.02	3.11311843929087
'Sabzevar'	11	3	2024	16.32	4.46	16.92	46.64	2.57	0.01	3.18997512843562
'Sabzevar'	12	3	2024	14.74	-1.28	11.26	61.28	4.16	1.69	2.34560657638375
'Sabzevar'	13	3	2024	21.28	-3.62	13.76	55.36	2.54	0	2.71180191016623
'Sabzevar'	14	3	2024	19.31	0.88	17.5	39.5	1.31	0	2.90965229101714
'Sabzevar'	15	3	2024	18.73	0.01	20.11	41.51	1.59	0	3.18637652916207
'Sabzevar'	16	3	2024	11.82	5.64	23.05	44.87	2.68	0.16	3.63431749723416
'Sabzevar'	17	3	2024	18.2	7.75	20.14	59.36	1.88	0.06	3.13568169327227
'Sabzevar'	18	3	2024	17.97	5.42	21.79	46.5	1.73	0	3.41042555115922
'Sabzevar'	19	3	2024	14.84	7.65	27.29	40.67	4.92	5.61	5.81680747203775
'Sabzevar'	20	3	2024	11.35	6.19	20.26	58.1	5.74	4.56	3.70843237494455
'Sabzevar'	21	3	2024	18.37	5.03	16.47	59.22	1.9	0	2.8702304539539
'Sabzevar'	22	3	2024	20.92	3.38	21.2	46.5	2.68	0	4.0028946229565
'Sabzevar'	23	3	2024	19.58	10.42	22.48	36.69	2.78	0	4.69277625423967
'Sabzevar'	24	3	2024	21.29	9.84	23.84	34.66	1.72	0	4.28033366034847
'Sabzevar'	25	3	2024	7.42	10.68	19.16	61.33	5.19	6.65	3.25483387013507
'Sabzevar'	26	3	2024	18.2	5.74	17.93	58.42	4.56	0.99	3.6434604337181
'Sabzevar'	27	3	2024	19.23	3.37	18.48	45	3.49	0.05	4.00296624114726
'Sabzevar'	28	3	2024	17.96	1.52	14.77	52.43	2	0.12	2.85134154995645
'Sabzevar'	29	3	2024	24.27	2.14	15.62	39.22	2.85	0	3.95178949137199
'Sabzevar'	30	3	2024	21.64	-0.39	19.16	37.27	1.87	0	3.70057192973247
'Sabzevar'	31	3	2024	16.45	3.5	18.15	34.41	2.36	0	3.72385896909043
'Sabzevar'	1	4	2024	17.34	2.15	16.74	49.49	3.5	0.01	3.52550178357851
'Sabzevar'	2	4	2024	21.49	0.65	16.37	58.44	2.04	0.03	3.09352535678019
'Sabzevar'	3	4	2024	24.29	1.71	19.27	47.35	2.2	0	3.91023902304306
'Sabzevar'	4	4	2024	25.02	4.46	22.88	37.64	3.25	0	5.24344604483201
'Sabzevar'	5	4	2024	23.87	5.91	24.41	40.95	2.22	0	4.76148585216243
'Sabzevar'	6	4	2024	24.83	8.02	26.19	36.41	1.75	0	4.91177084829875
'Sabzevar'	7	4	2024	17.91	8.37	26.93	35.81	3.84	0	5.8750252539853
'Sabzevar'	8	4	2024	12.49	9.49	25.7	45.13	5.02	0	5.33323228003448
'Sabzevar'	9	4	2024	22.89	8.97	24.73	55.04	4.14	0	5.07560785269229
'Sabzevar'	10	4	2024	25.79	7.68	27.06	43.77	2.82	0	5.59336768684622
'Sabzevar'	11	4	2024	10.02	10.53	26.72	41.77	5.42	0.61	5.7725248623173
'Sabzevar'	12	4	2024	6.37	7.32	15.35	67.56	3.47	8.83	2.19248122237688
'Sabzevar'	13	4	2024	15.91	4.85	14.53	65.61	2.18	1.48	2.63215297591463
'Sabzevar'	14	4	2024	21.12	3.95	16.54	63.04	1.84	2.14	3.15516230589269
'Sabzevar'	15	4	2024	25.41	4.39	19.47	50.64	1.53	0.03	3.93199818930317
'Sabzevar'	16	4	2024	23.46	4.56	21.37	50.88	2.22	0.02	4.18638347457358
'Sabzevar'	17	4	2024	22.57	7.52	19.88	51.01	4.24	0.08	4.68112010968467
'Sabzevar'	18	4	2024	25.47	5.84	21.31	47.18	2.42	0	4.59899017506098
'Sabzevar'	19	4	2024	25.91	6.2	24.74	35.07	1.64	0	4.90110338976493
'Sabzevar'	20	4	2024	27.25	9.3	26.15	28.97	2.13	0	5.78875613101672
'Sabzevar'	21	4	2024	23.42	9.75	27.78	31.65	3.08	0	6.3173936850835
'Sabzevar'	22	4	2024	20.14	11.68	27.78	37.85	2.76	0	5.60794110311908
'Sabzevar'	23	4	2024	14.59	14.2	24.87	44	3.69	0.1	5.12650525918433
'Sabzevar'	24	4	2024	14.75	11.62	19.71	62.31	3.96	0.54	3.67407430095078
'Sabzevar'	25	4	2024	14.47	10.28	21.53	61.49	3.57	0.81	3.69029717816824
'Sabzevar'	26	4	2024	20.97	9.55	22.71	52.95	2.41	0.61	4.36150112536503
'Sabzevar'	27	4	2024	25.33	8.14	23.39	37.14	2.93	0	5.55788467340776
'Sabzevar'	28	4	2024	28.98	6.58	23.32	28	3.22	0	6.27124717705652
'Sabzevar'	29	4	2024	29.59	3.56	23.75	19.24	3.38	0	6.69479470880437
'Sabzevar'	30	4	2024	29.71	4.13	26.42	17.66	1.73	0	5.84732445147938
